"","album_link","album_name","author","release_date","count","language","label","category","rate","rate_info","genre","song_count","song_link","song_name","v15","lyrics","colNames","class"
"11","https://www.xiami.com/album/2103657904","Fucking Christmas","Keisum","2017.12.24",10,"国语","Freedom Plant Music","录音室专辑",0,"（评分人数不足10人）","#嘻哈 Hip-Hop","1","https://www.xiami.com/song/1802790868","Fucking Christmas","10","No lyrics available",TRUE,"hiphop"
"12","https://www.xiami.com/album/2103431790","爱我就和我去宇宙","EDE","2017.12.23",28,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#意识说唱 Conscious Hip Hop、#陷阱说唱 Trap Rap","1","https://www.xiami.com/song/1801118454","爱我就和我去宇宙","28","No lyrics available",TRUE,"hiphop"
"13","https://www.xiami.com/album/2102979986","My Life","八卦虎","2017.12.22",26,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#嘻哈 Hip-Hop","1","https://www.xiami.com/song/1798194456","My Life","26","演唱：道/笑笑



混音：西宇

他喜欢自由的风格随着的一点的独特

想要比别人更出色所以闭门在黑暗的屋子

一个来自Underground的孩子想要拿麦去讲些真的

偶然登上battle台子的状态使他印象深刻

这种感觉特别感觉畅快找到了想要的自由在

什么事都没有成功那就让我先去适应失败

释怀关于受过的伤害传给我了自由与慷慨

虽然没有特别的出名但我活的特别的出彩

我希望在这条道路上碰到更多的朋友

看着前方的道路有些崎岖也有得成就

和兄弟homie咬紧牙关突破最后的封口

既然活在这现实社会就不会害怕任何争斗

一个自己想走的路就要靠自己的双手创造

哪怕不同的地方栽倒就在不同的伤口上药

已被hiphop上了套也开始变的狂躁

从走最艰难的道路到现在一点点的上道

别让你的梦想被所阻挡

眼睛始终看紧前方

寻找那一丝的光亮

别让自己困在这片土壤

放心大胆的跑去闯

向着你想去的方向

从我开始不懂hiphop到现在逐渐的浮起

就像井底之蛙渐渐跳出了深的谷底

为了自己的梦想而努力就算理想并不如意

哪怕真的输在了半路还有兄弟们为我鼓气

趁现在还年轻别留下太多的遗憾

想要干什么随便干反正都有不相同的习惯

选择的路就一直走绝不能只走到了一半

选好的路就要去走完为了自己曾经的期盼

我感谢我的母亲把我带到了这个世界

感谢我的父亲为了家庭奔波在每个日夜

感谢家人给我温暖给了我这么多的陪伴

感谢老师教导让我远离曾经社会上的罪犯

感谢教练一点点为我指导的那些动作

让我能和他一样将代课作为自己的工作

感谢伤害过我的人让我知道什么是人情冷暖

感谢帮助我的人给了我世上最纯真的情感

别让你的梦想被所阻挡

眼睛始终看紧前方

寻找那一丝的光亮

别让自己困在这片土壤

放心大胆的跑去闯

向着你想去的方向

我在这没有太多想说只剩下了一些感谢

一生唯一对的选择就是把hiphop当做我的产业

现实虽然比较惨烈但我依旧不会胆怯

来自郑州小城的孩子用自由做个自我简介

这一种自由的方式它能给我不一样的力量

说唱不限你的脏字它是我能宣泄的臂膀

它已经成功的把我滋养给我传输街头文化思想

让我忘掉所有烦恼和忧愁又再次给我希望
收起",TRUE,"hiphop"
"14","https://www.xiami.com/album/2102977881","Killer space","Lil Fly","2017.12.19",218,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#陷阱说唱 Trap Rap","1","https://www.xiami.com/song/1798180267","killer space","218","No lyrics available",TRUE,"hiphop"
"15","https://www.xiami.com/album/2102976629","后知后觉","MC后文杰","2017.12.17",1242,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#老派说唱 Old-school Hip Hop、#地下说唱 Underground Hip Hop、#陷阱说唱 Trap Rap","11","https://www.xiami.com/song/1798172433","抛物线","221","抛物线
作曲/作词/编曲/混音：后文杰 Heaven J
HOOK
我们的感情像抛物线
走到了最高又回到了地平面
我们的世界像小圆圈
找不到出口我默默的闭上眼
V1
从来没有信过 这感情如此脆弱
像是没了魂魄 去品尝你的冷漠
看 你的朋友圈 依旧每天对我关闭
换 做是我过的 怎样与你什么关系
痛恨自己放不下 舍不得删掉你的照片
朋友劝我忘了把 希望放在一次次的道歉
誓言全部变了吗 难道表达抛弃者的抱怨
憋嘴笑的美丽 是我戒不掉的容颜
左腿跳的轨迹 是我抹不掉的从前
河水道的美玉 剪断过路者的垂涎
碎纸片去堆砌 远在昔日里的红颜
如果等我几年弥补遗憾来不来的及
如果你我之间无法跨越解不开的迷
还有什么勇气再去提 你曾是我身上扒不掉的皮
粘在身上甩不掉的泥
HOOK
我们的感情像抛物线
走到了最高又回到了地平面
我们的世界像小圆圈
找不到出口我默默的闭上眼
V2
风把思念带走 不能陪你白头
饭菜合你胃口 以后不会再有
遗憾没能送你许诺过的鲜花
遗憾曾经对你爱与恨的穿插
自以为是懂你应该打个问号
难眠的夜晚总会把你梦到
分手脱口而出我措手不及
每当朋友问起我只字不提
似乎你才刚走 我大声对你呼唤
退出陪你相守 我不愿他会出现
感情不能将就 你何必浪费时间
满足你的要求 还你更好明天
一切来的太过突然没有任何预兆
如果只是一面之缘回首你我遇到
现在写下肺腑之言是否还有必要
面对善始善终应该画上完美句号
HOOK
我们的感情像抛物线
走到了最高又回到了地平面
我们的世界像小圆圈
找不到出口我默默的闭上眼
V3
讨厌拿我去跟别人比对
开始相信白羊处女无法匹配
你会 理解真情可贵
愿过期的誓言化成梦境中的点缀 也对
谁又可怜没意义的眼泪
感情都是免费
所有的对错应该全部免罪
习惯你的人终究会走
这是为你写的最后一首
你是我永远写不完的歌词
收起",TRUE,"hiphop"
"16","https://www.xiami.com/album/2102975706","Never Gray","Siven.Z","2017.12.15",476,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#陷阱说唱 Trap Rap","1","https://www.xiami.com/song/1798167344","Never Gray","476","一句话就打破 我这么多年的底线 别问我该怎么做人
几年时过境迁 说什么全靠意念 都曾经被我祭奠
pussy pussy pussy 想要长大 还 需要更多历练
我知道自己给 你们的并不好 带粗糙 变徒劳 一个人常常看孤岛
当酒精变毒药你还需要更多人为你疏导别让他误导跳得更远因为需要助跑
回头路别再看了像我一样当垃圾倒掉难道还要重回一次高考
当家人担心以后你的劳保相信你也依旧同样选择逃跑
pussy pussy pussy 那么就给自己一次成功的机会对着不支持你的人sayNo 不喜欢你的人sayLow 你的梦想sayHello
所以你抛下一切顾虑尽管去做你想要的不再担惊受怕
相信自己不是神可是神都被你一一屠杀 一触即发 被你奴化

pussy pussy pussy 想要长大还需要更多历练
pussy pussy pussy 千万不要让一切变成遗憾
pussy pussy pussy 想要长大还需要更多历练
pussy pussy pussy 千万不要让一切变成遗憾

居住在CCC不想看见和我一样大的你们每天在吃鸡
可能梦想被现实摧毁过但别再贪生怕死抓住每一个机会
因为我们同样留着红色的血因为我们不想自生自灭
哪怕前方的路再曲折 难预测不做一个躯壳也不形同虚设
梦想距离我们哪怕几万英里抬起头准备好迎来全新的回击
想想母亲的脸不紧抬起头
每一个决定背后有她在为你加油
就算你被肯定过无数次撕破了你的喉
也抵不过她轻轻的对你点点头
pussy pussy pussy 想要长大还需要更多历练
pussy pussy pussy 千万不要让一切变成遗憾
pussy pussy pussy 想要长大还需要更多历练
pussy pussy pussy 千万不要让一切变成遗憾
收起",TRUE,"hiphop"
"17","https://www.xiami.com/album/2102973520","好腰Bside","和平和浪","2017.12.12",10000,"国语","StreetVoice","录音室专辑",0,"（评分人数不足10人）","#爵士说唱 Jazz Rap、#灵魂乐 Soul、#节奏布鲁斯 R&B","4","https://www.xiami.com/song/1798153319","9 more minutes sleep","1401","No lyrics available",TRUE,"hiphop"
"18","https://www.xiami.com/album/2102972979","成都2017","杨蟒特","2017.12.11",1166,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#嘻哈 Hip-Hop、#陷阱说唱 Trap Rap","1","https://www.xiami.com/song/1798149130","成都2017","1166","No lyrics available",TRUE,"hiphop"
"19","https://www.xiami.com/album/2102972077","奇怪的歌","夏亦","2017.12.09",294,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#流行说唱 Pop Rap、#流行 Pop","2","https://www.xiami.com/song/1798143766","奇怪的歌","210","听 打节拍
又听 又没人在
听 唱这首歌也许就不存在
听 仔细听
又听 又有人在
听 听这首歌也许就是意外
说 悲伤的
又说 欢快的
说 不知道你们都在说些什么
说 快点说
又说 别再说
说 我真的真的已经听的够多了
哭了笑了奇怪了
唱着这首奇怪的歌
浑浑噩噩一天了
无非就是伤透心了
谁先开口没有对错
反正花开终究会落
说的承诺谁当真了
最后不都烟消云散了

听的太多
说的太多
八卦到底谁传的
不想在听
不想在说
只想安静唱着歌
谁又对了
谁又错了
对对错错管他呢
爱他久了
觉得变了
爱情没人搞明白的

听的太多
说的太多
八卦到底谁传的
不想在听
不想在说
只想安静唱着歌
谁又对了
又谁又错了
对对错错管他呢
爱他久了
觉得变了
爱情没人搞明白的

说 悲伤的
又说 欢快的
说 不知道你们都在说些什么
说 快点说
又说 别再说
说 我真的真的已经听的够多了
哭了笑了奇怪了
唱着这首奇怪的歌
浑浑噩噩一天了
无非就是伤透心了
谁先开口没有对错
反正花开终究会落
说的承诺谁当真了
最后不都烟消云散了

听的太多
说的太多
八卦到底谁传的
不想在听
不想在说
只想安静唱着歌
谁又对了
谁又错了
对对错错管他呢
爱他久了
觉得变了
爱情没人搞明白的

听的太多
说的太多
八卦到底谁传的
不想在听
不想在说
只想安静唱着歌
谁又对了
又谁又错了
对对错错管他呢
爱他久了
觉得变了
爱情没人搞明白的
收起",TRUE,"hiphop"
"20","https://www.xiami.com/album/2102970197","执迷","Bunny","2017.12.07",1846,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#嘻哈 Hip-Hop","1","https://www.xiami.com/song/1798132369","Bunny - 执迷 feat.樹人VRCD","1846","执迷 - Bunny / 樹人VRCD


那就走吧
生活本来就烦恼
早点结束也挺好
何必再追问谁对谁错
得到的付出多少
黑暗终究要破晓
偏爱放纵了轨道
冷冽他伴着沙撕下疤
嘲笑着悲伤傻瓜
结束了也好
像风中的野草
庸人自扰在圈套里
输掉了最后的桀骜
这样也好 看你走掉
享受 这孤独 就想歇歇脚
这样也挺好 依偎在死角
别回眸 相信我 很快就会好
那就走吧
去寻找那迷失已久的天堂
路的尽头一定会找到那遗失的方向
别灰心
我也曾在硕大的城市之中望着星光
一个人在楼顶默默的彷徨
拿着酒杯寻找希望
看着这座城市的车水马龙
我知道每个人生下来本就不同
我的父亲还在远方的家里望子成龙
可不断放大的梦里
却只有我的瞳孔
为了梦想为了生活每天抬着头在爬
身边所有的人都在劝我
早点放下
我告诉你们
不是为了名更不是为了利
只是被笑了太久
这口气我真的咽不下去
当你走在路上的时候
脸上都不再带着笑
当你所有的安全感
都来自你兜里的钞票
当你的梦想真的变得
像梦里的故事一样飘渺
看看这个地方还有人和你一样
每天吃不饱
都他妈知道酒不好喝
屎也不好吃
有些人还活着
但他早就已经去世
被这体制蒙蔽了双眼
变成金钱的行尸
但是有的人还活着
有的人终于疯了
那就走吧
生活本来就烦恼
早点结束也挺好
何必再追问谁对谁错
得到的付出多少
黑暗终究要破晓
偏爱放纵了轨道
冷冽他伴着沙撕下疤
嘲笑着悲伤傻瓜
结束了也好
像风中的野草
庸人自扰在圈套里
输掉了最后的桀骜
这样也好 看你走掉
享受 这孤独 就当歇歇脚
这样也挺好 依偎在死角
别回眸 相信我 很快就会好
谜语中咆哮最终归于小众的我
脾气很冲
现在很少提起梦想
因为都被欢送是过去式
回忆都偶尔歌颂
21岁却忘了如何放纵
这条路没有走完现实去逼我想着它
该如何善终
站着正中央我该如何做出选择呢
世间的悲观离合
我又该排练扮演什么样的角色呢
别说了也好美好的幻想都变成噩耗
沉迷于烟草烟雾缭绕
或是酒精的慢性毒药
在这空荡 的房间
歌我一个人哼
再大的天踏下来我也得一个人撑
我恨这世间的肤浅
有才华但人们只看脸
或许我这样的人一辈子都成为不了
所谓茶余饭后的焦点
交卷之前我想改变命运的齿轮
再给我半年的时间空间
让我足够优秀
才能与其轻易地抗衡
不需要花哨的着装风格
精致的flow会成为我的名片
当我功成名就
成为父母心中的骄傲
我相信会有这一天的到来
用笔画编织的梦想
用韵脚搭建的翅膀
穿金带银才不是我爱的hiphop
膝下的黎明渗透着光芒
溢出了希望
或许执着也看不到胜利的曙光
但我不后悔
无数夜晚仰望星空的倔强
收起",TRUE,"hiphop"
"21","https://www.xiami.com/album/2103489182","星标好友","$yo","2017.12.05",213,"国语","独立发行","录音室专辑",0,"（评分人数不足10人）","#西岸说唱 West Coast Hip Hop、#嘻哈 Hip-Hop、#陷阱说唱 Trap Rap","1","https://www.xiami.com/song/1801491851","星标好友","213","编曲：Richie
混音： $yo
wow ay ay ay ay
yeah yayayaya
$yo wow yayayaya
Hook：
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
verse1:
他们都在我的身边
永远都不会去改变
我和我的homie 绝对不会着急
让我们放手去追寻
跌倒也不会去灰心
我和我的homie 一直一路攀升
放开脚步走
我们不回头
一路坚持到底 我们握着拳头
苦痛也忍受
寂寞也足够
相信这些东西都是幸福源头
Hook：
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
verse2:
写首歌自己来听
不考虑是否会走心
享受我的free 和我兄弟醉
回过头去看看 我们眼神缓慢
沉醉在那808的节奏摇摆
ay星标好友都在身边
花着money消磨时间
im play boy hey my baby
wait wait wait wait
我没时间陪你baby babababa
我没时间陪你lady lalalady
Hook：
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
星 标 好 友 不多
漫 长岁月他们陪我度过
星 标 好 友 不说
在 一起就不会感到烦恼
收起",TRUE,"hiphop"
